,v_acidity,chlorides,t_s_dioxide,density,alcohol,red,quality
5596,0.26,0.040999999999999995,144.0,0.98944,12.8,0,7
5598,0.24,0.053,120.0,0.9942,10.5,0,6
5602,0.25,0.062,122.0,0.9923799999999999,9.5,0,5
5604,0.25,0.052000000000000005,94.0,0.99782,9.2,0,6
5606,0.14,0.047,117.0,0.99111,11.1,0,6
5608,0.38,0.042,112.0,0.99067,12.3,0,7
5609,0.15,0.037000000000000005,51.0,0.9887799999999999,12.6,0,6
5610,0.22,0.054000000000000006,152.0,0.9938,10.8,0,6
5611,0.21,0.044000000000000004,122.0,0.9914299999999999,11.3,0,6
5612,0.46,0.051,171.0,0.9958799999999999,9.8,0,6
5613,0.18,0.054000000000000006,183.0,1.0003799999999998,8.5,0,6
5614,0.32,0.054000000000000006,97.0,0.99424,9.3,0,5
5616,0.4,0.055,151.0,0.99626,9.2,0,5
5618,0.23,0.037000000000000005,115.0,0.9907600000000001,11.4,0,6
5619,0.18,0.054000000000000006,183.0,1.0003799999999998,8.5,0,6
5620,0.37,0.055999999999999994,91.0,0.99536,8.4,0,4
5621,0.23,0.062,100.0,0.99318,9.2,0,5
5622,0.19,0.033,151.0,0.99726,10.4,0,6
5624,0.28,0.046,147.0,0.99126,11.6,0,6
5625,0.32,0.028999999999999998,94.0,0.98998,12.4,0,6
5626,0.26,0.052000000000000005,176.0,0.9930399999999999,9.3,0,5
5627,0.25,0.028999999999999998,81.0,0.9892,12.2,0,6
5628,0.28,0.031,139.0,0.9929600000000001,11.0,0,6
5629,0.19,0.023,105.0,0.9904700000000001,11.4,0,5
5630,0.29,0.06,120.0,0.9924,9.5,0,5
5632,0.27,0.034,116.0,0.9989,9.2,0,5
5634,0.26,0.021,125.0,0.9933799999999999,11.1,0,6
5635,0.2,0.032,172.0,0.9940399999999999,11.0,0,6
5636,0.33,0.040999999999999995,177.0,0.99287,9.9,0,5
5637,0.34,0.044000000000000004,176.0,0.9928600000000001,9.9,0,5
5638,1.1,0.033,109.0,0.9905799999999999,12.4,0,4
5639,0.24,0.052000000000000005,185.0,0.9934,9.4,0,5
5640,0.24,0.053,149.0,0.99545,9.3,0,5
5642,0.16,0.05,135.0,0.9984,8.7,0,7
5648,0.17,0.05,154.0,0.99971,9.0,0,7
5650,0.19,0.038,118.0,0.99546,10.7,0,6
5653,0.16,0.034,98.0,0.9905799999999999,11.3,0,6
5655,0.3,0.027999999999999997,97.0,0.9931399999999999,11.7,0,6
5657,0.43,0.032,131.0,0.99565,10.7,0,5
5658,0.17,0.036000000000000004,110.0,0.99056,11.4,0,6
5659,0.41,0.048,70.0,0.9936200000000001,10.0,0,5
5661,0.36,0.036000000000000004,119.0,0.9919600000000001,11.2,0,6
5662,0.17,0.09,130.0,0.99255,9.7,0,5
5663,0.28,0.032,85.0,0.9902700000000001,12.5,0,5
5664,0.5,0.028999999999999998,110.0,0.9930200000000001,12.9,0,8
5665,0.44,0.057,160.0,0.9925700000000001,11.8,0,6
5667,0.38,0.062,166.0,0.9950600000000001,10.6,0,5
5668,0.24,0.049,133.0,0.9952,10.7,0,6
5669,0.28,0.048,162.0,0.99498,9.9,0,5
5670,0.26,0.048,76.0,0.9903,12.0,0,6
5671,0.16,0.043,163.0,0.9970600000000001,10.4,0,7
5672,0.36,0.054000000000000006,107.0,0.99398,8.5,0,5
5673,0.35,0.06,82.0,0.9958799999999999,9.9,0,4
5674,0.25,0.049,120.0,0.9969100000000001,9.4,0,6
5675,0.37,0.05,134.0,0.99608,10.4,0,5
5676,0.25,0.044000000000000004,108.0,0.9914200000000001,11.0,0,6
5677,0.23,0.044000000000000004,110.0,0.9913799999999999,11.0,0,6
5678,0.265,0.052000000000000005,91.0,0.9943200000000001,10.4,0,6
5679,0.25,0.05,116.0,0.99592,9.8,0,6
5680,0.25,0.049,106.0,0.9969100000000001,9.4,0,6
5681,0.23,0.046,142.0,0.9943200000000001,10.6,0,6
5682,0.3,0.052000000000000005,185.0,0.99266,10.1,0,5
5683,0.33,0.048,96.0,0.99456,11.5,0,8
5684,0.26,0.048,73.0,0.9915,11.4,0,6
5685,0.2,0.057999999999999996,93.0,0.9932200000000001,9.2,0,6
5686,0.21,0.059000000000000004,101.0,0.9927,9.7,0,6
5687,0.25,0.047,79.0,0.9917299999999999,11.3,0,6
5688,0.27,0.098,127.0,0.9941200000000001,9.6,0,6
5689,0.24,0.07,179.0,0.99666,8.9,0,6
5690,0.14,0.057,82.0,0.99425,10.0,0,6
5692,0.5,0.059000000000000004,112.0,0.9931399999999999,9.2,0,6
5694,0.41,0.11,103.0,0.99672,9.0,0,6
5696,0.25,0.03,98.0,0.99024,12.8,0,7
5697,0.25,0.054000000000000006,136.0,0.99366,9.5,0,5
5698,0.21,0.046,140.0,0.9929899999999999,11.0,0,5
5699,0.29,0.037000000000000005,99.0,0.9952799999999999,10.6,0,6
5700,0.37,0.057,166.0,0.9956799999999999,10.0,0,5
5702,0.31,0.03,86.0,0.9906200000000001,11.7,0,7
5703,0.45,0.035,80.0,0.9905799999999999,12.5,0,7
5704,0.3,0.039,122.0,0.99059,11.1,0,7
5705,0.23,0.040999999999999995,141.0,0.99119,9.7,0,5
5706,0.3,0.037000000000000005,150.0,0.9972700000000001,12.3,0,6
5707,0.28,0.035,105.0,0.99021,12.2,0,6
5708,0.255,0.043,153.0,0.9923799999999999,11.3,0,6
5709,0.4,0.053,193.0,0.99164,11.6,0,5
5710,0.21,0.04,75.0,0.99006,11.3,0,6
5711,0.2,0.040999999999999995,95.0,0.9907799999999999,11.1,0,6
5712,0.17,0.040999999999999995,92.0,0.99036,11.2,0,6
5713,0.21,0.046,107.0,0.9912299999999999,11.3,0,6
5714,0.26,0.040999999999999995,94.0,0.9897799999999999,12.0,0,6
5715,0.35,0.069,158.0,0.99908,8.8,0,6
5717,0.43,0.046,143.0,0.9902200000000001,12.0,0,8
5718,0.4,0.046,147.0,0.99024,12.0,0,7
5719,0.28,0.049,122.0,0.9973,9.0,0,5
5720,0.23,0.054000000000000006,151.0,0.9985299999999999,9.3,0,6
5721,0.34,0.059000000000000004,171.0,0.99769,8.7,0,6
5722,0.44,0.095,75.0,0.98954,12.8,0,6
5723,0.13,0.052000000000000005,72.0,0.98974,11.5,0,7
5724,0.17,0.048,147.0,0.99382,10.0,0,5
5725,0.18,0.047,147.0,0.9938299999999999,10.0,0,5
5726,0.31,0.059000000000000004,215.0,0.9953799999999999,10.3,0,5
5727,0.33,0.054000000000000006,227.0,0.99734,10.4,0,5
5728,0.34,0.02,68.0,0.9898100000000001,13.4,0,7
5729,0.29,0.032,130.0,0.99095,11.2,0,6
5730,0.31,0.048,206.0,0.9964,9.1,0,5
5733,0.25,0.04,120.0,0.99411,10.8,0,6
5734,0.27,0.038,89.0,0.9915,12.5,0,6
5735,0.26,0.046,132.0,0.99234,11.3,0,5
5736,0.65,0.035,128.0,0.99016,12.8,0,6
5737,0.23,0.040999999999999995,72.0,0.98949,12.7,0,6
5738,0.18,0.054000000000000006,143.0,0.99287,11.0,0,7
5740,0.28,0.052000000000000005,149.0,0.99544,10.4,0,6
5743,0.27,0.051,136.0,0.9941,10.7,0,6
5744,0.25,0.055,131.0,0.9940000000000001,10.9,0,6
5745,0.26,0.052000000000000005,160.0,0.99546,10.4,0,6
5746,0.13,0.064,115.5,0.9973700000000001,9.7,0,7
5747,0.2,0.055,120.0,0.9976700000000001,9.6,0,6
5749,0.24,0.038,76.0,0.98711,13.9,0,7
5750,0.48,0.046,194.0,0.9971399999999999,9.4,0,5
5751,0.26,0.032,193.0,0.99134,12.5,0,6
5752,0.3,0.049,187.0,0.9927,9.5,0,5
5754,0.32,0.048,186.0,0.9948,9.6,0,5
5755,0.34,0.047,186.0,0.9948100000000001,9.6,0,5
5756,0.16,0.055999999999999994,168.0,0.99825,8.7,0,7
5763,0.26,0.061,120.0,0.99192,10.4,0,5
5764,0.31,0.063,119.0,0.9918399999999999,10.7,0,5
5765,0.22,0.05,83.0,0.99019,12.0,0,7
5766,0.23,0.044000000000000004,158.0,0.98998,12.1,0,7
5767,0.17,0.04,118.0,0.9888600000000001,13.1,0,8
5768,0.19,0.039,104.0,0.98998,12.4,0,6
5769,0.21,0.035,123.0,0.98949,12.6,0,7
5770,0.22,0.04,101.0,0.9900899999999999,12.0,0,5
5771,0.34,0.06,169.0,0.9925200000000001,11.6,0,6
5772,0.34,0.174,99.0,0.9928799999999999,9.3,0,5
5773,0.24,0.05,179.0,0.99659,9.3,0,6
5774,0.35,0.048,157.0,0.9913299999999999,11.1,0,7
5775,0.24,0.049,161.0,0.99324,10.2,0,6
5776,0.25,0.037000000000000005,113.0,0.99164,10.6,0,6
5777,0.19,0.038,133.0,0.9910700000000001,11.3,0,7
5778,0.24,0.052000000000000005,198.0,0.9986,9.4,0,5
5780,0.31,0.053,123.0,0.99708,9.3,0,6
5781,0.25,0.039,68.0,0.9916299999999999,11.1,0,6
5782,0.38,0.055,170.0,0.99605,9.9,0,6
5783,0.3,0.040999999999999995,82.0,0.99065,11.8,0,7
5784,0.33,0.04,81.0,0.9903,12.6,0,7
5785,0.27,0.043,72.0,0.99236,10.5,0,5
5786,0.24,0.037000000000000005,108.0,0.9894799999999999,12.3,0,6
5787,0.33,0.048,119.0,0.99045,11.3,0,6
5788,0.21,0.09699999999999999,105.0,0.9939,9.6,0,5
5789,0.22,0.04,63.0,0.98985,12.0,0,6
5790,0.27,0.05,140.0,0.9913799999999999,11.2,0,5
5791,0.2,0.044000000000000004,100.0,0.9934799999999999,10.2,0,6
5793,0.27,0.045,100.0,0.99066,12.4,0,6
5795,0.45,0.04,87.0,0.98862,13.4,0,8
5796,0.22,0.036000000000000004,68.0,0.98865,12.6,0,6
5797,0.3,0.053,149.0,0.99472,9.8,0,5
5798,0.36,0.049,139.0,0.99792,9.1,0,5
5799,0.24,0.044000000000000004,101.0,0.99035,12.5,0,6
5800,0.41,0.033,85.0,0.9908600000000001,11.7,0,6
5802,0.24,0.044000000000000004,113.0,0.99013,12.9,0,6
5803,0.3,0.054000000000000006,183.0,0.99266,10.1,0,5
5804,0.26,0.044000000000000004,139.0,0.9951700000000001,10.3,0,6
5805,0.32,0.05,144.0,0.99666,10.3,0,6
5806,0.25,0.036000000000000004,107.0,0.991,10.8,0,7
5807,0.23,0.023,89.0,0.9906799999999999,11.2,0,6
5808,0.23,0.024,102.0,0.9908399999999999,11.8,0,6
5809,0.17,0.05,134.0,0.9939,9.8,0,6
5810,0.38,0.040999999999999995,193.0,0.99624,10.0,0,6
5811,0.31,0.052000000000000005,164.0,0.9960200000000001,8.8,0,4
5812,0.38,0.142,69.0,0.9926,10.1,0,4
5813,0.44,0.055999999999999994,210.0,0.99718,9.5,0,5
5817,0.38,0.06,113.0,0.99344,9.2,0,4
5819,0.33,0.040999999999999995,180.0,0.9918399999999999,12.2,0,6
5820,0.19,0.046,92.0,0.9903299999999999,11.3,0,6
5821,0.28,0.038,129.0,0.9924799999999999,12.1,0,6
5822,0.43,0.028999999999999998,51.0,0.9907600000000001,11.2,0,4
5823,0.22,0.028999999999999998,87.0,0.99092,12.5,0,7
5824,0.345,0.055999999999999994,187.0,0.9948600000000001,10.6,0,5
5825,0.255,0.055999999999999994,171.0,0.99464,10.4,0,7
5826,0.2,0.047,93.0,0.99235,10.1,0,7
5827,0.29,0.048,201.0,0.9961200000000001,9.9,0,6
5828,0.26,0.046,133.0,0.9920200000000001,11.0,0,6
5829,0.22,0.045,122.0,0.99261,10.0,0,6
5830,0.35,0.066,89.0,0.98964,12.7,0,6
5831,0.39,0.036000000000000004,92.0,0.99206,12.1,0,6
5832,0.23,0.052000000000000005,118.0,0.9938,10.4,0,6
5833,0.22,0.05,120.0,0.9920399999999999,10.4,0,6
5834,0.29,0.04,116.0,0.99736,9.2,0,5
5837,0.23,0.03,80.0,0.99192,10.5,0,5
5838,0.28,0.040999999999999995,90.0,0.9900200000000001,11.9,0,7
5839,0.26,0.042,130.0,0.996,10.1,0,6
5840,0.27,0.034,140.0,0.9923700000000001,11.1,0,6
5841,0.22,0.037000000000000005,144.0,0.9921399999999999,10.8,0,7
5842,0.26,0.019,72.0,0.99041,11.8,0,6
5843,0.36,0.038,116.0,0.9982,9.2,0,5
5844,0.35,0.037000000000000005,116.0,0.9982200000000001,9.2,0,5
5845,0.18,0.023,95.0,0.9893,12.3,0,6
5846,0.36,0.145,124.0,0.99274,10.1,0,6
5847,0.14,0.04,114.0,0.99105,11.4,0,6
5848,0.23,0.044000000000000004,161.0,0.9920899999999999,10.4,0,6
5849,0.11,0.053,95.0,0.9967600000000001,9.8,0,6
5851,0.24,0.047,91.0,0.99251,9.9,0,6
5852,0.47,0.036000000000000004,74.0,0.99082,11.2,0,4
5853,0.29,0.057999999999999996,115.0,0.99567,10.9,0,5
5854,0.33,0.051,119.0,0.99416,9.2,0,5
5856,0.32,0.033,121.0,0.9887,12.0,0,5
5857,0.3,0.034,121.0,0.9887100000000001,12.1,0,6
5858,0.31,0.036000000000000004,114.0,0.9924799999999999,12.4,0,6
5859,0.36,0.038,145.0,0.9918399999999999,11.2,0,6
5861,0.31,0.042,120.0,0.9895200000000001,12.7,0,7
5863,0.52,0.036000000000000004,169.0,0.99267,12.2,0,6
5864,0.55,0.036000000000000004,164.0,0.99269,12.2,0,6
5865,0.2,0.042,99.0,0.9891200000000001,12.2,0,6
5866,0.29,0.044000000000000004,117.0,0.9895,12.7,0,7
5867,0.22,0.04,146.0,0.9899899999999999,12.1,0,6
5868,0.46,0.045,192.0,0.9981,9.4,0,5
5869,0.21,0.040999999999999995,174.0,0.995,10.1,0,6
5870,0.42,0.043,201.0,0.9984799999999999,9.4,0,5
5871,0.22,0.044000000000000004,113.0,0.9986200000000001,8.9,0,6
5876,0.31,0.027000000000000003,117.0,0.9888600000000001,13.0,0,7
5877,0.22,0.054000000000000006,183.0,0.99474,10.3,0,5
5878,0.18,0.04,47.0,0.99126,10.1,0,4
5879,0.24,0.04,129.0,0.9969100000000001,10.5,0,6
5880,0.26,0.059000000000000004,124.0,0.9977299999999999,10.1,0,5
5883,0.2,0.049,93.0,0.9928,11.0,0,6
5887,0.28,0.046,117.0,0.9928799999999999,10.0,0,5
5888,0.2,0.03,76.0,0.9920200000000001,10.5,0,6
5889,0.26,0.048,112.0,0.9960600000000001,9.7,0,6
5890,0.21,0.045,183.0,0.9992200000000001,9.4,0,5
5893,0.22,0.040999999999999995,119.0,0.9929600000000001,11.2,0,6
5895,0.22,0.046,121.0,0.9946799999999999,10.8,0,5
5896,0.2,0.037000000000000005,103.0,0.9938799999999999,11.0,0,6
5897,0.26,0.038,111.0,0.99315,12.4,0,6
5898,0.28,0.20800000000000002,154.0,0.9947799999999999,9.4,0,6
5899,0.29,0.209,156.0,0.9947799999999999,9.4,0,5
5900,0.34,0.105,155.0,0.99692,9.5,0,5
5901,0.39,0.034,204.0,0.99616,10.0,0,6
5902,0.26,0.043,114.0,0.9902,12.5,0,6
5904,0.24,0.044000000000000004,115.0,0.9921,10.9,0,6
5905,0.25,0.044000000000000004,113.0,0.9946200000000001,10.5,0,6
5906,0.24,0.05,133.0,0.9947600000000001,10.8,0,6
5907,0.22,0.039,116.0,0.9917799999999999,11.0,0,7
5908,0.26,0.036000000000000004,87.0,0.9908100000000001,11.8,0,6
5909,0.34,0.038,121.0,0.99198,12.6,0,6
5910,0.225,0.054000000000000006,140.0,0.99545,10.2,0,6
5911,0.23,0.046,103.0,0.9899700000000001,12.0,0,5
5912,0.27,0.04,86.0,0.9908899999999999,11.5,0,6
5913,0.41,0.035,117.0,0.99172,11.94,0,7
5915,0.41,0.035,115.0,0.9901,12.89333333,0,7
5917,0.585,0.086,94.0,0.9968100000000001,9.4,0,5
5918,0.34,0.038,138.0,0.9893,12.2,0,7
5919,0.26,0.055999999999999994,191.0,0.9952700000000001,9.5,0,5
5920,0.28,0.036000000000000004,150.0,0.99445,10.6,0,6
5921,0.16,0.042,121.0,0.99198,10.5,0,7
5922,0.27,0.037000000000000005,129.0,0.99085,11.46666667,0,6
5923,0.2,0.043,100.0,0.9903299999999999,11.4,0,6
5924,0.24,0.054000000000000006,182.0,0.9953799999999999,9.5,0,5
5927,0.38,0.052000000000000005,168.0,0.9962700000000001,9.2,0,5
5929,0.42,0.043,145.0,0.9943299999999999,10.98,0,5
5930,0.23,0.054000000000000006,181.0,0.9954,9.4,0,5
5931,0.19,0.057,155.0,0.9980700000000001,8.8,0,8
5939,0.24,0.044000000000000004,96.0,0.9923200000000001,10.4,0,8
5940,0.27,0.054000000000000006,139.0,0.9978799999999999,10.03333333,0,6
5941,0.28,0.052000000000000005,141.0,0.99108,11.3,0,6
5942,0.22,0.024,109.0,0.99234,10.4,0,6
5943,0.27,0.17600000000000002,106.0,0.9928799999999999,9.2,0,6
5945,0.2,0.034,107.0,0.99195,11.1,0,6
5946,0.23,0.034,148.0,0.99121,11.3,0,7
5947,0.31,0.042,148.0,0.99839,9.1,0,6
5948,0.34,0.10800000000000001,187.0,0.9973799999999999,9.4,0,5
5949,0.36,0.015,73.0,0.9896299999999999,13.2,0,6
5950,0.31,0.039,137.0,0.98946,12.7,0,6
5952,0.28,0.054000000000000006,148.0,0.9917799999999999,10.7,0,5
5954,0.16,0.064,166.0,0.99136,11.43333333,0,6
5955,0.31,0.049,169.0,0.99323,11.1,0,6
5956,0.29,0.046,178.0,0.99313,10.53333333,0,5
5957,0.28,0.04,194.0,0.9912,11.6,0,6
5958,0.23,0.05,179.0,0.9950399999999999,9.533333333,0,5
5959,0.34,0.062,203.0,0.99461,9.8,0,6
5960,0.2,0.039,110.0,0.99008,12.0,0,6
5961,0.24,0.039,123.0,0.98959,12.8,0,6
5962,0.31,0.048,136.0,0.9966299999999999,9.5,0,5
5964,0.29,0.040999999999999995,119.0,0.99334,10.93333333,0,6
5966,0.19,0.063,133.0,0.99561,9.1,0,5
5967,0.29,0.035,117.0,0.98959,12.6,0,6
5968,0.3,0.040999999999999995,109.0,0.99418,10.9,0,6
5969,0.22,0.096,115.0,0.9937,9.6,0,5
5970,0.23,0.053,92.0,0.99372,9.3,0,5
5971,0.23,0.038,112.0,0.9915700000000001,11.36666667,0,6
5972,0.26,0.043,98.0,0.98918,12.5,0,6
5973,0.35,0.051,171.0,0.9932,9.5,0,5
5974,0.32,0.040999999999999995,186.0,0.99235,11.0,0,6
5975,0.34,0.042,133.0,0.9937299999999999,9.4,0,5
5977,0.13,0.035,76.0,0.9914,11.33333333,0,6
5979,0.315,0.040999999999999995,126.0,0.9949399999999999,8.8,0,5
5980,0.31,0.05,143.0,0.9933200000000001,11.06666667,0,6
5981,0.3,0.057999999999999996,151.0,0.99198,12.2,0,6
5982,0.24,0.040999999999999995,110.0,0.9914200000000001,11.0,0,6
5983,0.26,0.05,182.0,0.9954200000000001,9.5,0,5
5985,0.27,0.043,170.0,0.9924,11.0,0,6
5986,0.21,0.039,97.0,0.9911200000000001,11.2,0,6
5987,0.26,0.036000000000000004,100.0,0.99534,9.3,0,6
5988,0.28,0.04,111.0,0.9933799999999999,10.8,0,4
5989,0.25,0.057,167.0,0.9980399999999999,9.2,0,5
5991,0.22,0.048,203.0,0.9989899999999999,9.4,0,5
5992,0.18,0.047,139.0,0.99724,10.5,0,6
5993,0.2,0.046,143.0,0.99526,10.8,0,6
5994,0.24,0.051,146.0,0.9967600000000001,9.4,0,5
5996,0.27,0.053,173.0,0.9969899999999999,9.8,0,5
6000,0.38,0.040999999999999995,137.0,0.99461,12.1,0,6
6001,0.43,0.043,176.0,0.99116,12.3,0,6
6002,0.22,0.066,187.0,0.9936200000000001,9.733333333,0,5
6003,0.29,0.044000000000000004,197.0,0.9951200000000001,9.4,0,5
6005,0.29,0.037000000000000005,140.0,0.9895,12.8,0,7
6007,0.19,0.046,80.0,0.9904299999999999,11.05,0,6
6008,0.29,0.044000000000000004,197.0,0.9951200000000001,9.4,0,5
6009,0.24,0.069,182.0,0.9939100000000001,9.733333333,0,5
6010,0.3,0.039,86.0,0.9896299999999999,13.1,0,7
6012,0.27,0.040999999999999995,114.0,0.99335,11.5,0,7
6014,0.305,0.061,141.0,0.99824,9.1,0,5
6015,0.24,0.069,182.0,0.9939100000000001,9.75,0,5
6016,0.22,0.04,125.0,0.9917,10.5,0,6
6019,0.22,0.047,118.0,0.9990600000000001,8.8,0,6
6024,0.22,0.045,122.0,0.99415,9.9,0,6
6025,0.21,0.047,123.0,0.99418,9.9,0,6
6026,0.32,0.044000000000000004,205.0,0.99611,9.9,0,5
6027,0.44,0.038,166.0,0.99124,12.2,0,6
6028,0.31,0.042,162.0,0.99179,10.8,0,6
6029,0.36,0.051,134.0,0.9988600000000001,8.7,0,5
6030,0.38,0.043,67.0,0.98924,13.2,0,6
6031,0.24,0.03,94.0,0.99045,12.7,0,6
6032,0.56,0.06,193.0,0.9969,9.4,0,5
6033,0.24,0.045,161.0,0.9919600000000001,11.2,0,6
6034,0.29,0.051,166.0,0.99339,11.33333333,0,6
6035,0.28,0.051,92.0,0.99224,11.9,0,6
6036,0.29,0.051,166.0,0.99339,11.35,0,6
6037,0.21,0.046,131.0,0.9918399999999999,10.5,0,5
6038,0.47,0.048,125.0,0.9942799999999999,9.8,0,5
6040,0.34,0.051,146.0,0.99834,9.1,0,5
6042,0.27,0.033,111.0,0.98918,12.4,0,6
6043,0.35,0.031,116.0,0.99241,11.3,0,6
6045,0.46,0.024,111.0,0.98816,13.1,0,6
6046,0.38,0.035,101.0,0.98916,12.5,0,6
6048,0.3,0.045,122.0,0.99329,10.3,0,5
6049,0.28,0.039,150.0,0.99535,10.7,0,6
6050,0.29,0.04,136.0,0.9955200000000001,10.4,0,6
6051,0.3,0.049,184.0,0.9951399999999999,9.5,0,5
6052,0.39,0.048,173.0,0.9930399999999999,9.8,0,5
6053,0.18,0.051,149.0,0.9984,9.4,0,6
6055,0.28,0.051,174.0,0.99911,9.0,0,5
6058,0.35,0.045,129.0,0.9895200000000001,13.0,0,7
6059,0.22,0.040999999999999995,120.0,0.99403,9.9,0,5
6060,0.28,0.044000000000000004,157.0,0.9931200000000001,10.6,0,6
6061,0.42,0.038,109.0,0.9896799999999999,13.4,0,6
6062,0.32,0.031,114.0,0.98946,12.5,0,6
6063,0.26,0.053,141.0,0.9981,9.3,0,5
6065,0.32,0.051,149.0,0.99306,11.0,0,5
6066,0.25,0.054000000000000006,158.0,0.9937799999999999,10.3,0,5
6067,0.21,0.051,95.0,0.99036,11.3,0,6
6068,0.23,0.042,100.0,0.9909399999999999,10.9,0,6
6069,0.145,0.042,90.0,0.9908,11.3,0,6
6070,0.2,0.039,78.0,0.9899,12.1,0,6
6071,0.28,0.039,83.0,0.9917299999999999,11.1,0,5
6072,0.36,0.271,140.0,0.99356,9.8,0,5
6073,0.25,0.049,125.0,0.99571,10.1,0,6
6074,0.22,0.036000000000000004,110.0,0.98945,12.4,0,6
6075,0.2,0.034,104.0,0.98865,12.7,0,6
6076,0.32,0.05,180.0,0.9951399999999999,9.6,0,5
6079,0.555,0.053,126.0,0.9943,9.1,0,5
6080,0.22,0.12,122.0,0.99636,12.8,0,5
6081,0.3,0.037000000000000005,155.0,0.98987,12.4,0,6
6082,0.28,0.057999999999999996,108.0,0.9928799999999999,9.55,0,4
6083,0.555,0.053,126.0,0.9943,9.1,0,5
6084,0.31,0.033,74.0,0.99064,12.5,0,6
6085,0.15,0.05,68.0,0.9939399999999999,9.9,0,6
6086,0.13,0.045,87.0,0.99175,11.2,0,6
6087,0.48,0.03,122.0,0.98926,13.0,0,6
6089,0.3,0.033,116.0,0.9905700000000001,11.7,0,6
6090,0.28,0.038,95.0,0.98898,13.1,0,6
6091,0.19,0.032,50.0,0.9932,12.0,0,6
6092,0.31,0.043,165.0,0.9972,10.55,0,6
6093,0.24,0.046,84.0,0.9902,11.45,0,6
6095,0.23,0.053,194.0,0.9988,10.2,0,6
6096,0.29,0.212,150.0,0.9958,9.3,0,5
6097,0.2,0.052000000000000005,106.0,0.9935,10.8,0,5
6098,0.38,0.053,103.0,0.9925,12.2,0,6
6099,0.27,0.053,175.0,0.992,11.0,0,6
6100,0.54,0.055,182.0,0.9986,10.4,0,6
6101,0.25,0.05,156.0,0.9914,11.4,0,6
6102,0.61,0.040999999999999995,104.0,0.9909,14.05,0,7
6103,0.32,0.051,138.0,0.9943,10.7,0,5
6104,0.28,0.051,162.0,0.9940000000000001,10.2,0,5
6105,0.19,0.044000000000000004,100.0,0.9904,11.2,0,6
6106,0.305,0.036000000000000004,73.0,0.99,12.33333333,0,5
6107,0.26,0.034,129.0,0.9902,11.5,0,4
6108,0.23,0.061,100.0,0.9925,9.5,0,5
6109,0.33,0.047,147.0,0.9886,13.4,0,6
6110,0.27,0.034,110.0,0.9898,12.5,0,6
6112,0.4,0.044000000000000004,97.0,0.9904,11.2,0,6
6113,0.4,0.051,259.0,0.9964,8.8,0,5
6114,0.28,0.039,118.0,0.9908,11.2,0,6
6115,0.32,0.036000000000000004,70.0,0.9899,12.7,0,6
6116,0.17,0.049,82.0,0.993,9.8,0,6
6118,0.2,0.049,40.0,0.9944,9.8,0,6
6120,0.13,0.057999999999999996,183.0,0.9956,11.7,0,6
6122,0.31,0.052000000000000005,230.0,0.9949,9.8,0,5
6123,0.36,0.048,191.0,0.9929,9.6,0,5
6124,0.18,0.048,149.0,0.9975,9.7,0,5
6125,0.16,0.049,137.0,0.995,10.0,0,6
6126,0.27,0.057999999999999996,206.0,0.9946,12.3,0,6
6127,0.37,0.068,101.0,0.9934,9.0,0,6
6128,0.26,0.047,164.5,0.9984,9.1,0,6
6129,0.28,0.049,162.5,0.9984,9.1,0,6
6131,0.12,0.055999999999999994,121.0,0.9908,11.4,0,6
6132,0.25,0.049,124.0,0.9963,10.5,0,5
6133,0.24,0.04,105.0,0.9891399999999999,12.4,0,6
6134,0.26,0.047,156.0,0.9984,9.1,0,6
6135,0.28,0.049,152.0,0.9984,9.1,0,6
6136,0.18,0.049,94.0,0.9937,10.1,0,5
6137,0.09,0.032,134.0,0.993,10.9,0,6
6138,0.14,0.026000000000000002,60.0,0.9956,11.05,0,5
6139,0.28,0.026000000000000002,105.0,0.9896299999999999,12.75,0,6
6141,0.23,0.025,111.0,0.98961,12.7,0,6
6143,0.28,0.037000000000000005,76.0,0.9948,11.1,0,5
6146,0.25,0.021,101.0,0.9893149999999999,13.0,0,6
6147,0.2,0.033,95.0,0.9894350000000001,12.0,0,6
6148,0.29,0.022000000000000002,47.0,0.9899,11.5,0,6
6149,0.46,0.047,183.0,0.998275,10.5,0,5
6150,0.23,0.047,101.0,0.9914,11.1,0,6
6151,0.23,0.048,113.0,0.9915,11.1,0,6
6152,0.55,0.027000000000000003,104.0,0.9924,13.1,0,6
6153,0.28,0.026000000000000002,105.0,0.9896299999999999,12.75,0,6
6154,0.45,0.094,97.0,0.997,9.6,0,5
6155,0.2,0.027999999999999997,138.0,0.9914,11.7,0,5
6156,0.37,0.042,210.0,0.997,9.7,0,6
6157,0.21,0.033,130.0,0.9944,10.9,0,6
6158,0.22,0.04,110.0,0.9958,10.7,0,7
6159,0.27,0.022000000000000002,107.0,0.9888899999999999,13.8,0,6
6160,0.26,0.035,72.0,0.9894649999999999,12.15,0,6
6161,0.18,0.027999999999999997,131.0,0.9954,10.8,0,7
6162,0.26,0.03,119.0,0.9947,10.7,0,7
6163,0.23,0.036000000000000004,113.0,0.9912,10.8,0,7
6164,0.28,0.039,159.0,0.9965,10.8,0,5
6166,0.36,0.03,171.0,0.9948,12.0,0,5
6167,0.3,0.055,135.0,0.9925,12.2,0,6
6168,0.2,0.05,126.0,0.9936,9.4,0,6
6169,0.29,0.028999999999999998,83.0,0.9898,11.4,0,6
6170,0.22,0.027000000000000003,101.0,0.9894799999999999,12.5,0,7
